Order ID,Order Date,Order Day,Order Weekday,Order Month,Order Year,Order Quarter,Ship Date,Ship Day,Ship Weekday,Ship Month,Ship Year,Ship Quarter,Delivery Time,Ship Mode,Customer ID,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Price per Piece,Profit per Piece
CA-2012-117415,2012-12-27,27,Thursday,12,2012,4,2012-12-31,31,Monday,12,2012,4,4,Standard Class,SN-20710,Home Office,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,177.4664,-15.6588
CA-2012-117415,2012-12-27,27,Thursday,12,2012,4,2012-12-31,31,Monday,12,2012,4,4,Standard Class,SN-20710,Home Office,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,70.68599999999999,-5.049
CA-2012-117415,2012-12-27,27,Thursday,12,2012,4,2012-12-31,31,Monday,12,2012,4,4,Standard Class,SN-20710,Home Office,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,92.792,10.4391
CA-2014-120999,2014-09-11,11,Thursday,9,2014,3,2014-09-16,16,Tuesday,9,2014,3,5,Standard Class,LC-16930,Corporate,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,36.792,4.1391
CA-2013-101343,2013-07-18,18,Thursday,7,2013,3,2013-07-23,23,Tuesday,7,2013,3,5,Standard Class,RA-19885,Corporate,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,38.94,1.947
CA-2014-139619,2014-09-20,20,Saturday,9,2014,3,2014-09-24,24,Wednesday,9,2014,3,4,Standard Class,ES-14080,Corporate,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,47.808,4.7808
CA-2013-118255,2013-03-12,12,Tuesday,3,2013,1,2013-03-14,14,Thursday,3,2013,1,2,First Class,ON-18715,Corporate,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,22.99,9.8857
CA-2013-118255,2013-03-12,12,Tuesday,3,2013,1,2013-03-14,14,Thursday,3,2013,1,2,First Class,ON-18715,Corporate,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,8.73,4.1031
CA-2011-146703,2011-10-20,20,Thursday,10,2011,4,2011-10-25,25,Tuesday,10,2011,4,5,Second Class,PO-18865,Consumer,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,52.99,2.1196
CA-2013-169194,2013-06-21,21,Friday,6,2013,2,2013-06-26,26,Wednesday,6,2013,2,5,Standard Class,LH-16900,Consumer,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,15.0,1.6500000000000001
CA-2013-169194,2013-06-21,21,Friday,6,2013,2,2013-06-26,26,Wednesday,6,2013,2,5,Standard Class,LH-16900,Consumer,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,10.9,3.052
CA-2012-115742,2012-04-18,18,Wednesday,4,2012,2,2012-04-22,22,Sunday,4,2012,2,4,Standard Class,DP-13000,Consumer,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,6.37,2.9939
CA-2012-115742,2012-04-18,18,Wednesday,4,2012,2,2012-04-22,22,Sunday,4,2012,2,4,Standard Class,DP-13000,Consumer,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,12.530000000000001,5.8891
CA-2012-115742,2012-04-18,18,Wednesday,4,2012,2,2012-04-22,22,Sunday,4,2012,2,4,Standard Class,DP-13000,Consumer,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,3.08,1.4784
CA-2012-115742,2012-04-18,18,Wednesday,4,2012,2,2012-04-22,22,Sunday,4,2012,2,4,Standard Class,DP-13000,Consumer,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,89.99,17.0981
CA-2013-105816,2013-12-12,12,Thursday,12,2013,4,2013-12-18,18,Wednesday,12,2013,4,6,Standard Class,JM-15265,Corporate,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,2.18,0.8937999999999999
CA-2013-105816,2013-12-12,12,Thursday,12,2013,4,2013-12-18,18,Wednesday,12,2013,4,6,Standard Class,JM-15265,Corporate,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,205.99,59.7371
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,34.76,8.69
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,6.4799999999999995,3.1104
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,63.882000000000005,1.4196
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,7.28,3.4944
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,15.0,1.65
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,12.12,4.0905
CA-2013-111682,2013-06-18,18,Tuesday,6,2013,2,2013-06-19,19,Wednesday,6,2013,2,1,First Class,TB-21055,Consumer,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,1.68,0.84
CA-2012-135545,2012-11-24,24,Saturday,11,2012,4,2012-11-30,30,Friday,11,2012,4,6,Standard Class,KM-16720,Consumer,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,6.99,3.0756
CA-2012-135545,2012-11-24,24,Saturday,11,2012,4,2012-11-30,30,Friday,11,2012,4,6,Standard Class,KM-16720,Consumer,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,4.304,1.5602
CA-2012-135545,2012-11-24,24,Saturday,11,2012,4,2012-11-30,30,Friday,11,2012,4,6,Standard Class,KM-16720,Consumer,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,48.91,22.9877
CA-2012-135545,2012-11-24,24,Saturday,11,2012,4,2012-11-30,30,Friday,11,2012,4,6,Standard Class,KM-16720,Consumer,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,19.94,5.5832
US-2012-164175,2012-04-30,30,Monday,4,2012,2,2012-05-05,5,Saturday,5,2012,2,5,Standard Class,PS-18970,Home Office,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,42.623000000000005,-3.0445
CA-2011-106376,2011-12-05,5,Monday,12,2011,4,2011-12-10,10,Saturday,12,2011,4,5,Standard Class,BS-11590,Corporate,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,139.128,13.9128
CA-2011-106376,2011-12-05,5,Monday,12,2011,4,2011-12-10,10,Saturday,12,2011,4,5,Standard Class,BS-11590,Corporate,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,41.992,15.747
CA-2013-119823,2013-06-05,5,Wednesday,6,2013,2,2013-06-07,7,Friday,6,2013,2,2,First Class,KD-16270,Consumer,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,37.94,17.8318
CA-2013-106075,2013-09-19,19,Thursday,9,2013,3,2013-09-24,24,Tuesday,9,2013,3,5,Standard Class,HM-14980,Consumer,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,4.616,1.731
CA-2014-114440,2014-09-15,15,Monday,9,2014,3,2014-09-18,18,Thursday,9,2014,3,3,Second Class,TB-21520,Consumer,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,6.3500000000000005,2.921
US-2012-134026,2012-04-26,26,Thursday,4,2012,2,2012-05-02,2,Wednesday,5,2012,2,6,Standard Class,JE-15745,Consumer,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,103.992,-14.2989
US-2012-134026,2012-04-26,26,Thursday,4,2012,2,2012-05-02,2,Wednesday,5,2012,2,6,Standard Class,JE-15745,Consumer,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,48.52,0.6065
US-2012-134026,2012-04-26,26,Thursday,4,2012,2,2012-05-02,2,Wednesday,5,2012,2,6,Standard Class,JE-15745,Consumer,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,72.784,-18.196
US-2014-118038,2014-12-10,10,Wednesday,12,2014,4,2014-12-12,12,Friday,12,2014,4,2,First Class,KB-16600,Corporate,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,0.416,-0.6447999999999999
US-2014-118038,2014-12-10,10,Wednesday,12,2014,4,2014-12-12,12,Friday,12,2014,4,2,First Class,KB-16600,Corporate,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,3.236,-1.9416
US-2014-118038,2014-12-10,10,Wednesday,12,2014,4,2014-12-12,12,Friday,12,2014,4,2,First Class,KB-16600,Corporate,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,9.08,0.908
US-2011-147606,2011-11-26,26,Saturday,11,2011,4,2011-12-01,1,Thursday,12,2011,4,5,Second Class,JE-15745,Consumer,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,3.8600000000000003,-2.895
CA-2013-127208,2013-06-13,13,Thursday,6,2013,2,2013-06-16,16,Sunday,6,2013,2,3,First Class,SC-20770,Corporate,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,208.16,56.2032
CA-2013-127208,2013-06-13,13,Thursday,6,2013,2,2013-06-16,16,Sunday,6,2013,2,3,First Class,SC-20770,Corporate,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352,5.579999999999999,2.6784
CA-2011-139451,2011-10-12,12,Wednesday,10,2011,4,2011-10-16,16,Sunday,10,2011,4,4,Standard Class,DN-13690,Consumer,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,2.98,0.8343999999999999
CA-2011-139451,2011-10-12,12,Wednesday,10,2011,4,2011-10-16,16,Sunday,10,2011,4,4,Standard Class,DN-13690,Consumer,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,21.39,6.2031
CA-2012-149734,2012-09-03,3,Monday,9,2012,3,2012-09-08,8,Saturday,9,2012,3,5,Standard Class,JC-16105,Corporate,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,28.712,8.9725
US-2014-119662,2014-11-14,14,Friday,11,2014,4,2014-11-17,17,Monday,11,2014,4,3,First Class,CS-12400,Home Office,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,76.792,-16.3183
CA-2014-140088,2014-05-29,29,Thursday,5,2014,2,2014-05-31,31,Saturday,5,2014,2,2,Second Class,PO-18865,Consumer,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,150.98,16.6078
CA-2014-155558,2014-10-27,27,Monday,10,2014,4,2014-11-03,3,Monday,11,2014,4,7,Standard Class,PG-18895,Consumer,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,19.99,6.7966
CA-2014-155558,2014-10-27,27,Monday,10,2014,4,2014-11-03,3,Monday,11,2014,4,7,Standard Class,PG-18895,Consumer,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,3.08,1.4784
